,misc_price,launch_announced,display_size,has_oled_display,has_memory_card_slot,has_stereo_speakers,has_3.5mm_jack,has_wlan_5ghz,has_nfc,network_technology,battery,has_wireless_charging,is_waterproof,oem_model,display_width,display_height,memory_rom_gb,memory_ram_gb,main_camera_resolution,num_main_camera,selfie_camera_resolution,num_selfie_camera
887,150.0,2018.0,5.7,0,1,0,1,1,0,4G,3000.0,0,0,Lenovo S5,1080.0,2160.0,32.0,3.0,13.0,1.0,16.0,1.0
1498,250.0,2018.0,6.22,0,1,0,1,0,0,4G,4030.0,0,0,vivo Y95,720.0,1520.0,64.0,4.0,13.0,2.0,20.0,1.0
290,470.0,2019.0,6.47,1,1,1,0,1,1,4G,4000.0,1,0,ZTE Axon 10 Pro,1080.0,2340.0,128.0,6.0,48.0,3.0,20.0,1.0
1734,115.0,2015.0,4.7,0,1,0,1,0,0,3G,2000.0,0,0,HTC Desire 526G+ dual sim  - Micromax Canvas Spark Q380,540.0,960.0,8.0,1.0,8.0,1.0,2.0,1.0
1886,360.0,2018.0,6.2,0,1,0,1,1,1,4G,3300.0,0,1,LG Q8 (2018) - LG Q8,1080.0,2160.0,64.0,4.0,16.0,1.0,5.0,1.0
1094,130.0,2015.0,5.0,0,1,0,1,0,0,3G,3000.0,0,0,Micromax Canvas Juice 2 AQ5001,720.0,1280.0,8.0,2.0,8.0,1.0,2.0,1.0
1116,400.0,2018.0,6.01,1,1,0,0,1,1,4G,3000.0,0,1,Motorola Moto Z3 Play,1080.0,2160.0,32.0,4.0,12.0,2.0,8.0,1.0
24,179.99,2019.0,6.21,0,1,0,1,0,1,4G,3400.0,0,0,Honor 20 lite,1080.0,2340.0,128.0,4.0,24.0,3.0,32.0,1.0
1724,240.0,2014.0,5.5,0,1,0,1,1,1,4G,3100.0,0,0,ZTE nubia Z7 Max,1080.0,1920.0,32.0,2.0,13.0,1.0,5.0,1.0
526,330.0,2017.0,5.2,0,1,0,1,0,0,4G,5000.0,0,0,Asus Zenfone Pegasus 3s,720.0,1280.0,32.0,3.0,13.0,1.0,8.0,1.0
1787,150.0,2014.0,5.0,0,1,0,1,0,1,4G,2000.0,0,0,Archos 50b Helium 4G - Honor 4 Play - Huawei Ascend G620s,720.0,1280.0,8.0,1.0,8.0,1.0,2.0,1.0
1100,140.0,2014.0,5.5,0,1,0,1,0,0,3G,2350.0,0,0,Micromax A108 Canvas L,540.0,960.0,8.0,1.0,8.0,1.0,2.0,1.0
1628,190.0,2015.0,5.7,0,0,0,1,1,0,4G,3000.0,0,0,Xiaomi Mi Note,1080.0,1920.0,16.0,3.0,13.0,1.0,4.0,1.0
1565,150.0,2017.0,5.7,0,1,0,1,0,0,4G,2900.0,0,0,Wiko View,720.0,1440.0,16.0,3.0,13.0,1.0,16.0,1.0
831,100.0,2015.0,7.0,0,1,0,1,0,0,3G,4100.0,0,0,Huawei MediaPad T1 7.0,600.0,1024.0,8.0,1.0,2.0,1.0,2.0,1.0
189,371.2338,2019.0,6.24,0,1,0,1,1,0,4G,3000.0,0,1,T-Mobile Revvlry+,1080.0,2270.0,64.0,4.0,16.0,2.0,12.0,1.0
621,450.0,2018.0,5.5,0,1,0,1,0,1,4G,4000.0,0,1,Energizer Hardcase H550S,1080.0,1920.0,32.0,3.0,16.0,1.0,8.0,1.0
466,250.0,2016.0,5.5,0,1,0,1,1,0,4G,2950.0,0,0,Archos Diamond 2 Plus,1080.0,1920.0,64.0,4.0,20.7,1.0,8.0,1.0
1472,300.0,2014.0,4.6,0,1,1,1,1,1,4G,2600.0,0,1,Sony Xperia Z3 Compact,720.0,1280.0,16.0,2.0,20.7,1.0,2.2,1.0
1402,150.0,2014.0,5.0,0,1,0,1,0,0,3G,2600.0,0,0,Samsung Galaxy Grand Prime Duos TV,540.0,960.0,8.0,1.0,8.0,1.0,5.0,1.0
991,190.0,2015.0,5.7,0,1,0,1,1,1,4G,3000.0,0,0,LG G Vista 2,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
1075,136.8,2017.0,5.0,0,1,0,1,0,0,4G,3050.0,0,0,Micromax Canvas 2 Q4310,720.0,1280.0,16.0,3.0,13.0,1.0,5.0,1.0
1184,550.0,2019.0,6.6,1,1,0,0,1,1,4G,4065.0,0,0,Oppo Reno 10x zoom,1080.0,2340.0,128.0,6.0,48.0,3.0,16.0,1.0
1200,250.0,2018.0,6.0,0,1,0,1,0,0,4G,3410.0,0,0,Oppo F7 Youth,1080.0,2160.0,64.0,4.0,13.0,1.0,8.0,1.0
603,100.0,2014.0,4.5,0,1,0,1,0,0,3G,2000.0,0,0,Celkon Q455,540.0,960.0,16.0,1.0,8.0,1.0,1.3,1.0
115,1570.73,2019.0,6.2,1,0,0,0,1,1,4G,2510.0,0,1,Motorola Razr 2019,876.0,2142.0,128.0,6.0,16.0,2.0,5.0,1.0
663,280.0,2019.0,6.21,0,1,0,1,0,1,4G,3400.0,0,0,Honor 10i,1080.0,2340.0,128.0,4.0,24.0,2.0,32.0,1.0
638,460.0,2017.0,6.0,1,1,0,1,0,0,4G,6020.0,0,0,Gionee M6s Plus,1080.0,1920.0,64.0,6.0,12.0,1.0,8.0,1.0
197,220.0,2020.0,6.6,0,1,0,1,0,0,4G,4000.0,0,0,TECNO Camon 15 Pro,1080.0,2340.0,128.0,6.0,48.0,4.0,32.0,1.0
1259,131.1,2017.0,5.5,0,1,0,1,0,0,4G,4000.0,0,0,Panasonic Eluga i3 Mega,720.0,1280.0,16.0,3.0,13.0,1.0,5.0,1.0
452,500.0,2015.0,4.7,0,0,0,1,1,1,4G,1715.0,0,0,Apple iPhone 6s,750.0,1334.0,16.0,2.0,12.0,1.0,5.0,1.0
657,850.0,2018.0,5.5,1,0,1,0,1,1,4G,2915.0,1,1,Google Pixel 3,1080.0,2160.0,64.0,4.0,12.2,1.0,8.0,2.0
953,270.0,2018.0,5.3,0,1,0,1,0,0,4G,3000.0,0,0,LG K11 Plus,720.0,1280.0,32.0,2.0,13.0,1.0,5.0,1.0
561,148.49352,2018.0,5.5,0,1,0,1,0,0,4G,3000.0,0,0,BLU Vivo One,720.0,1440.0,16.0,2.0,12.0,1.0,8.0,1.0
227,640.0,2019.0,6.89,1,0,0,1,1,0,4G,4500.0,0,0,vivo NEX 3,1080.0,2256.0,128.0,8.0,64.0,3.0,16.0,1.0
1327,100.0,2018.0,5.0,0,1,0,1,0,0,4G,2600.0,0,0,Samsung Galaxy J2 Core,540.0,960.0,8.0,1.0,8.0,1.0,5.0,1.0
1810,305.0,2016.0,5.1,1,1,0,1,1,1,4G,3000.0,1,1,Samsung Galaxy S7 - Samsung Galaxy S7 (USA),1440.0,2560.0,32.0,4.0,12.0,1.0,5.0,1.0
586,290.0,2017.0,5.2,0,1,0,1,1,1,4G,3100.0,0,0,BQ Aquaris X,1080.0,1920.0,32.0,3.0,16.0,1.0,8.0,1.0
91,130.0,2019.0,6.26,0,1,0,1,0,0,4G,4000.0,0,0,LG W30,720.0,1520.0,32.0,3.0,12.0,3.0,16.0,1.0
1262,170.0,2017.0,5.2,0,1,0,1,0,0,4G,3000.0,0,0,Panasonic Eluga Ray Max,1080.0,1920.0,32.0,4.0,16.0,1.0,8.0,1.0
1491,300.0,2019.0,6.53,0,1,0,1,0,0,4G,3940.0,0,0,vivo S1,1080.0,2340.0,128.0,6.0,12.0,3.0,25.0,1.0
1330,400.0,2018.0,5.8,1,1,0,1,1,1,4G,3000.0,1,1,Samsung Galaxy S Light Luxury,1080.0,2220.0,64.0,4.0,16.0,1.0,8.0,1.0
1024,300.0,2018.0,6.0,1,0,1,1,1,0,4G,3100.0,0,0,Meizu 16X,1080.0,2160.0,64.0,6.0,12.0,2.0,20.0,1.0
1374,220.0,2016.0,5.2,1,1,0,1,1,1,4G,2600.0,0,0,Samsung Galaxy C5,1080.0,1920.0,32.0,4.0,16.0,1.0,8.0,1.0
1060,100.0,2015.0,5.0,0,1,0,1,1,0,4G,2500.0,0,0,Meizu M1,768.0,1280.0,8.0,1.0,13.0,1.0,5.0,1.0
1528,550.0,2018.0,6.43,1,1,0,1,1,0,4G,3900.0,0,0,vivo X20 Plus UD,1080.0,2160.0,128.0,4.0,12.0,2.0,12.0,1.0
1334,240.0,2018.0,5.5,1,1,0,1,1,0,4G,3000.0,0,0,Samsung Galaxy J7 Duo,720.0,1280.0,32.0,4.0,13.0,2.0,8.0,1.0
1872,105.0,2019.0,5.71,0,1,0,1,0,0,4G,3020.0,0,0,Honor Play 3e - Honor 8S,720.0,1520.0,32.0,2.0,13.0,1.0,5.0,1.0
307,1235.67822,2020.0,6.9,1,1,1,0,1,1,4G,5000.0,1,1,Samsung Galaxy S20 Ultra,1440.0,3200.0,128.0,12.0,108.0,4.0,40.0,2.0
567,150.0,2014.0,5.0,0,1,0,1,0,0,4G,2200.0,0,0,BLU Studio 5.0 HD LTE,720.0,1280.0,8.0,1.0,13.0,1.0,5.0,1.0
781,400.0,2018.0,6.3,0,1,0,1,1,1,4G,3750.0,0,0,Huawei nova 3,1080.0,2340.0,128.0,6.0,16.0,2.0,24.0,2.0
312,799.0,2020.0,6.2,1,1,1,0,1,1,4G,4000.0,1,1,Samsung Galaxy S20,1440.0,3200.0,128.0,8.0,12.0,3.0,10.0,2.0
1676,450.0,2017.0,5.5,1,1,0,1,1,1,4G,3400.0,0,0,ZTE Axon 7s,1440.0,2560.0,128.0,6.0,12.0,2.0,8.0,1.0
36,586.3266637199999,2020.0,6.57,1,0,0,0,1,1,5G,4000.0,0,0,Huawei nova 7 Pro 5G,1080.0,2340.0,128.0,8.0,64.0,4.0,32.0,2.0
65,90.0,2020.0,6.6,0,1,0,1,1,0,4G,5000.0,0,0,Infinix Hot 9,720.0,1600.0,32.0,2.0,13.0,4.0,8.0,1.0
99,180.0,2019.0,6.5,0,0,0,1,0,0,4G,4000.0,0,0,Meizu M10,720.0,1600.0,32.0,2.0,13.0,3.0,8.0,1.0
1078,100.0,2017.0,5.5,0,1,0,1,0,0,4G,3000.0,0,0,Micromax Vdeo 5,720.0,1280.0,8.0,1.0,8.0,1.0,5.0,1.0
1637,120.0,2014.0,4.99,0,1,0,1,0,0,3G,2500.0,0,0,XOLO Opus HD,720.0,1280.0,8.0,1.0,8.0,1.0,2.0,1.0
1755,130.0,2016.0,5.0,0,1,0,1,0,0,3G,2150.0,0,0,Lenovo S580 - ZTE Blade L5 Plus,720.0,1280.0,8.0,1.0,8.0,1.0,2.0,1.0
285,160.0,2019.0,6.3,0,1,0,1,1,1,4G,3200.0,0,0,ZTE Blade 10 Prime,1080.0,2280.0,64.0,3.0,16.0,2.0,16.0,1.0
1047,120.0,2016.0,5.2,0,1,0,1,1,0,4G,3070.0,0,0,Meizu M5,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
1301,102.6,2019.0,6.22,0,1,0,1,0,0,4G,4230.0,0,0,Realme 3,720.0,1520.0,32.0,3.0,13.0,1.0,13.0,1.0
1315,350.0,2019.0,6.4,1,1,0,1,1,1,4G,4000.0,0,0,Samsung Galaxy A50,1080.0,2340.0,64.0,4.0,25.0,3.0,25.0,1.0
1303,130.0,2018.0,6.3,0,1,0,1,0,0,4G,3500.0,0,0,Realme U1,1080.0,2340.0,32.0,3.0,13.0,2.0,25.0,1.0
939,150.0,2014.0,4.5,0,1,0,1,0,0,3G,2000.0,0,1,Lenovo S750,540.0,960.0,4.0,1.0,8.0,1.0,0.3,1.0
1197,125.4,2018.0,6.2,0,1,0,1,0,0,4G,4230.0,0,0,Oppo A3s,720.0,1520.0,16.0,2.0,13.0,2.0,8.0,1.0
108,154.0,2020.0,6.5,0,1,0,1,0,0,4G,5000.0,0,1,Motorola Moto G8 Power Lite,720.0,1600.0,64.0,4.0,16.0,3.0,8.0,1.0
112,265.15639332,2020.0,6.4,0,1,1,1,1,0,4G,5000.0,0,1,Motorola Moto G Power,1080.0,2300.0,64.0,4.0,16.0,3.0,16.0,1.0
700,180.0,2014.0,7.0,0,1,1,1,0,0,3G,4100.0,0,0,HP Slate7 VoiceTab,800.0,1280.0,16.0,1.0,5.0,1.0,2.0,1.0
1298,180.0,2014.0,5.7,0,0,0,1,0,0,3G,2600.0,0,0,QMobile Noir V4,720.0,1280.0,16.0,1.0,12.0,1.0,5.0,1.0
609,200.0,2016.0,5.5,0,0,0,1,1,0,4G,4060.0,0,0,Coolpad Cool1 dual,1080.0,1920.0,32.0,3.0,13.0,1.0,8.0,1.0
1795,170.0,2015.0,5.0,0,1,0,1,1,1,4G,2600.0,0,1,Sony Xperia M5 Dual - Sony Xperia M5,1080.0,1920.0,16.0,3.0,21.2,1.0,13.0,1.0
1702,290.0,2015.0,5.5,0,0,0,1,1,1,4G,3000.0,0,0,ZTE Axon,1080.0,1920.0,32.0,2.0,13.0,2.0,8.0,1.0
667,170.0,2018.0,6.26,0,1,0,1,0,0,4G,4000.0,0,0,Honor 8C,720.0,1520.0,32.0,4.0,13.0,2.0,8.0,1.0
629,670.0,2017.0,6.43,1,1,0,1,0,1,4G,5000.0,0,0,Gionee M7 Plus,1080.0,2160.0,128.0,6.0,16.0,2.0,8.0,1.0
1513,300.0,2018.0,6.3,0,1,0,1,1,0,4G,3260.0,0,0,vivo V9 6GB,1080.0,2280.0,64.0,6.0,13.0,2.0,12.0,1.0
54,190.0,2019.0,6.59,0,1,0,1,1,0,4G,4000.0,0,0,Huawei Enjoy 10 Plus,1080.0,2340.0,128.0,4.0,48.0,3.0,16.0,1.0
1443,350.0,2019.0,6.0,0,1,0,1,1,1,4G,2870.0,0,0,Sony Xperia 10,1080.0,2520.0,64.0,3.0,13.0,2.0,8.0,1.0
1815,61.21336,2018.0,5.2,0,1,0,1,1,0,4G,2800.0,0,1,Motorola Moto E5 Cruise - Motorola Moto E5 Play,720.0,1280.0,16.0,2.0,8.0,1.0,5.0,1.0
729,310.0,2015.0,5.5,0,1,0,1,0,0,4G,2600.0,0,0,HTC One E9s dual sim,720.0,1280.0,16.0,2.0,13.0,1.0,4.0,1.0
1056,130.0,2015.0,5.0,0,1,0,1,1,0,4G,2500.0,0,0,Meizu M2,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
1799,385.0,2014.0,5.0,0,1,1,1,1,1,4G,2600.0,0,0,HTC One (E8) CDMA - HTC One (E8),1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
795,440.0,2017.0,5.9,0,1,1,1,1,1,4G,4000.0,0,1,Huawei Mate 10,1440.0,2560.0,64.0,4.0,12.0,2.0,8.0,1.0
867,280.0,2017.0,5.5,0,0,1,0,1,0,4G,4070.0,0,0,LeEco Le Pro3 Elite,1080.0,1920.0,32.0,4.0,16.0,1.0,8.0,1.0
849,56.43,2018.0,5.0,0,1,0,1,0,0,4G,2500.0,0,0,Lava Z60s,720.0,1280.0,16.0,1.0,5.0,1.0,5.0,1.0
302,233.9,2020.0,6.1,1,1,0,1,1,1,4G,3500.0,0,0,Samsung Galaxy A41,1080.0,2400.0,64.0,4.0,48.0,3.0,25.0,1.0
1606,330.0,2017.0,5.15,0,0,1,0,1,1,4G,3350.0,0,1,Xiaomi Mi 6,1080.0,1920.0,64.0,4.0,12.0,2.0,8.0,1.0
195,120.0,2020.0,7.0,0,1,1,1,1,0,4G,6000.0,0,0,TECNO Spark Power 2,720.0,1640.0,64.0,4.0,16.0,4.0,16.0,1.0
1370,200.0,2016.0,5.0,1,1,0,1,0,0,4G,2600.0,0,0,Samsung Z3 Corporate,720.0,1280.0,8.0,1.0,8.0,1.0,5.0,1.0
1901,348.26326666,2020.0,6.5,0,0,0,1,1,0,5G,4000.0,0,0,Honor 30S - Huawei nova 7 SE,1080.0,2400.0,128.0,8.0,64.0,4.0,16.0,1.0
967,270.0,2017.0,5.7,0,1,0,1,1,1,4G,3300.0,1,1,LG G6,1440.0,2880.0,32.0,4.0,13.0,2.0,5.0,1.0
1011,220.0,2014.0,4.7,0,1,0,1,1,1,4G,2440.0,0,0,LG Lucid 3 VS876,540.0,960.0,8.0,1.0,5.0,1.0,0.3,1.0
1756,135.0,2015.0,5.0,0,1,0,1,0,0,3G,2200.0,0,0,BLU Win HD - XOLO Win Q1000,720.0,1280.0,8.0,1.0,8.0,1.0,2.0,1.0
1274,190.0,2014.0,6.0,0,1,0,1,0,0,3G,2800.0,0,0,Panasonic P61,720.0,1280.0,16.0,1.0,8.0,1.0,2.0,1.0
196,120.0,2020.0,6.6,0,1,0,1,0,0,4G,5000.0,0,0,TECNO Spark 5,720.0,1600.0,32.0,2.0,13.0,4.0,8.0,1.0
1719,180.0,2014.0,5.5,0,1,0,1,1,0,3G,2500.0,0,0,ZTE Grand S II,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
1594,150.0,2018.0,5.99,0,1,0,1,0,0,4G,3080.0,0,0,Xiaomi Redmi S2 (Redmi Y2),720.0,1440.0,32.0,3.0,12.0,2.0,16.0,1.0
1270,140.0,2016.0,5.0,0,1,0,1,1,0,4G,2350.0,0,0,Panasonic Eluga Turbo,720.0,1280.0,32.0,3.0,13.0,1.0,5.0,1.0
107,1200.0,2020.0,6.7,1,0,1,1,1,1,5G,5000.0,1,1,Motorola Edge+,1080.0,2340.0,256.0,12.0,108.0,4.0,25.0,1.0
92,110.0,2019.0,6.19,0,1,0,1,0,0,4G,4000.0,0,0,LG W10,720.0,1512.0,32.0,3.0,13.0,2.0,8.0,1.0
1848,235.0,2015.0,5.5,0,1,0,1,1,1,4G,2600.0,0,0,Sony Xperia C4 Dual - Sony Xperia C4,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
1863,174.8,2017.0,5.7,0,1,0,1,0,0,4G,3000.0,0,0,Micromax Canvas Infinity Pro - Wiko View Prime,720.0,1440.0,64.0,4.0,16.0,1.0,20.0,2.0
1881,420.0,2016.0,6.0,1,1,0,1,0,0,4G,5020.0,0,0,Allview P8 Energy Pro - Gionee Marathon M5 Plus,1080.0,1920.0,64.0,3.0,13.0,1.0,5.0,1.0
1729,115.0,2015.0,4.5,0,1,0,1,0,0,4G,2390.0,0,0,Motorola Moto E Dual SIM (2nd gen) - Motorola Moto E (2nd gen),540.0,960.0,8.0,1.0,5.0,1.0,0.3,1.0
1136,220.0,2016.0,5.5,1,1,0,1,1,1,4G,3510.0,0,1,Motorola Moto Z Play,1080.0,1920.0,32.0,3.0,16.0,1.0,5.0,1.0
812,230.0,2016.0,7.0,0,1,0,1,0,0,4G,4360.0,0,0,Huawei MediaPad T2 7.0 Pro,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
782,140.0,2018.0,5.7,0,1,0,1,0,1,4G,3000.0,0,0,Huawei Y6 Prime (2018),720.0,1440.0,16.0,2.0,13.0,1.0,8.0,1.0
180,212.12299332,2019.0,6.3,0,1,0,1,1,0,4G,4035.0,0,0,Realme 5 Pro,1080.0,2340.0,64.0,4.0,48.0,4.0,16.0,1.0
1364,200.0,2016.0,5.5,0,1,0,1,0,0,4G,3300.0,0,0,Samsung Galaxy On7 (2016),1080.0,1920.0,32.0,3.0,13.0,1.0,8.0,1.0
202,299.99,2020.0,6.3,0,1,0,0,1,1,4G,5500.0,1,1,Ulefone Armor 7E,1080.0,2340.0,128.0,4.0,48.0,3.0,16.0,1.0
1440,700.0,2018.0,5.0,0,1,0,1,1,1,4G,4900.0,0,1,Sonim XP8,1080.0,1920.0,64.0,4.0,12.0,1.0,8.0,1.0
546,80.0,2017.0,5.0,0,1,0,1,0,0,4G,2800.0,0,0,Blackview A7 Pro,720.0,1280.0,16.0,2.0,8.0,2.0,5.0,1.0
1487,76.38000000000001,2019.0,5.5,0,1,0,1,0,0,4G,3050.0,0,0,TECNO Camon iACE2,720.0,1440.0,32.0,2.0,13.0,2.0,8.0,1.0
1034,130.0,2017.0,5.2,0,1,0,1,1,0,4G,3070.0,0,0,Meizu M6,720.0,1280.0,16.0,2.0,13.0,1.0,8.0,1.0
1343,550.0,2017.0,6.3,1,1,0,1,1,1,4G,3300.0,1,1,Samsung Galaxy Note8,1440.0,2960.0,64.0,6.0,12.0,2.0,8.0,1.0
1782,190.0,2016.0,5.0,0,1,0,1,0,0,4G,4000.0,0,0,Honor Holly 2 Plus - Huawei Y6 Pro - Lenovo P70,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
786,440.0,2018.0,5.8,0,0,0,0,1,1,4G,3400.0,0,1,Huawei P20,1080.0,2240.0,64.0,4.0,12.0,2.0,24.0,1.0
1319,120.0,2019.0,6.2,0,1,0,1,0,0,4G,3400.0,0,0,Samsung Galaxy A10,720.0,1520.0,32.0,2.0,13.0,1.0,5.0,1.0
1785,120.0,2017.0,5.0,0,1,0,1,0,0,4G,4100.0,0,0,Xiaomi Redmi 4 (4X) - Xiaomi Redmi 3s - Xiaomi Redmi 3,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
188,550.0,2019.0,6.1,1,1,1,0,1,1,4G,3140.0,0,1,Sony Xperia 5,1080.0,2520.0,128.0,6.0,12.0,3.0,8.0,1.0
238,260.0,2019.0,6.53,0,1,0,1,1,0,4G,3940.0,0,0,vivo S1 (China),1080.0,2340.0,128.0,6.0,12.0,3.0,25.0,1.0
213,630.0,2020.0,6.89,1,0,0,1,1,1,5G,4500.0,0,0,vivo NEX 3S 5G,1080.0,2256.0,256.0,8.0,64.0,3.0,16.0,1.0
1659,400.0,2018.0,6.0,0,0,0,1,1,0,4G,3800.0,0,0,ZTE nubia Red Magic,1080.0,2160.0,64.0,6.0,24.0,1.0,8.0,1.0
345,1172.27,2019.0,6.59,1,0,1,1,1,1,4G,6000.0,0,0,Asus ROG Phone II ZS660KL,1080.0,2340.0,128.0,8.0,48.0,2.0,24.0,1.0
436,230.0,2014.0,5.5,0,1,0,1,0,0,3G,2400.0,0,0,Allview P7 Seon,720.0,1280.0,8.0,1.0,8.0,1.0,2.0,1.0
1883,120.0,2019.0,6.09,0,1,0,1,0,0,4G,3020.0,0,0,Honor Play 8A - Huawei Enjoy 9e - Huawei Y6 Pro (2019),720.0,1560.0,32.0,3.0,13.0,1.0,8.0,1.0
1348,200.0,2017.0,5.5,1,1,0,1,1,1,4G,3600.0,0,0,Samsung Galaxy J7 Pro,1080.0,1920.0,32.0,3.0,13.0,1.0,13.0,1.0
612,180.0,2016.0,5.5,0,1,0,1,0,0,4G,4010.0,0,0,Coolpad Note 5,1080.0,1920.0,32.0,4.0,13.0,1.0,8.0,1.0
1103,240.0,2014.0,5.0,0,0,0,1,0,0,3G,2350.0,0,0,Micromax A350 Canvas Knight,1080.0,1920.0,32.0,2.0,16.0,1.0,8.0,1.0
1124,160.0,2017.0,5.5,0,1,0,1,1,1,4G,3000.0,0,1,Motorola Moto G5S Plus,1080.0,1920.0,32.0,3.0,13.0,1.0,8.0,1.0
1737,420.0,2014.0,4.7,1,0,0,1,1,1,4G,1860.0,0,0,Samsung Galaxy Alpha (S801) - Samsung Galaxy Alpha,720.0,1280.0,32.0,2.0,12.0,1.0,2.1,1.0
1332,280.0,2018.0,6.0,1,1,0,1,1,1,4G,3500.0,0,0,Samsung Galaxy A6+ (2018),1080.0,2220.0,32.0,3.0,16.0,2.0,24.0,1.0
316,501.0,2020.0,6.7,1,1,0,0,1,1,4G,4500.0,0,0,Samsung Galaxy S10 Lite,1080.0,2400.0,128.0,6.0,48.0,3.0,32.0,1.0
972,210.0,2016.0,5.3,0,1,0,1,0,1,4G,2800.0,0,0,LG K10 (2017),720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
943,200.0,2014.0,5.0,0,0,0,1,0,0,3G,2000.0,0,0,Lenovo S850,720.0,1280.0,16.0,1.0,13.0,1.0,5.0,1.0
1182,300.0,2015.0,5.5,0,0,0,1,1,0,4G,3300.0,0,0,OnePlus 2,1080.0,1920.0,16.0,3.0,13.0,1.0,5.0,1.0
1093,150.0,2015.0,5.0,0,1,0,1,0,0,3G,2400.0,0,0,Micromax Canvas Nitro 2 E311,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
883,150.0,2018.0,6.0,0,1,0,1,0,0,4G,3760.0,0,0,Lenovo K5 Note (2018),720.0,1440.0,32.0,3.0,16.0,2.0,8.0,1.0
1590,120.0,2018.0,5.45,0,1,0,1,0,0,4G,3000.0,0,0,Xiaomi Redmi 6,720.0,1440.0,32.0,3.0,12.0,2.0,5.0,1.0
892,130.0,2016.0,5.0,0,1,0,1,0,0,4G,2300.0,0,0,Lenovo A6600 Plus,720.0,1280.0,16.0,2.0,8.0,1.0,2.0,1.0
498,300.0,2016.0,6.8,0,1,1,1,1,0,4G,4600.0,0,0,Asus Zenfone 3 Ultra ZU680KL,1080.0,1920.0,32.0,3.0,23.0,1.0,8.0,1.0
206,630.0,2020.0,6.56,1,0,0,0,1,1,5G,4315.0,0,0,vivo X50 Pro+,1080.0,2376.0,128.0,8.0,50.0,4.0,32.0,1.0
1048,270.0,2016.0,6.0,0,1,0,1,1,0,4G,4100.0,0,0,Meizu M3 Max,1080.0,1920.0,64.0,3.0,13.0,1.0,5.0,1.0
1777,170.0,2017.0,5.0,0,1,0,1,0,0,4G,3000.0,0,0,alcatel Flash 2 - Xiaomi Redmi 5A,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
398,200.0,2015.0,5.0,1,1,0,1,0,0,4G,2150.0,0,0,alcatel X1,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
342,1124.0,2019.0,6.5,1,0,1,0,1,1,4G,3969.0,1,1,Apple iPhone 11 Pro Max,1242.0,2688.0,64.0,4.0,12.0,3.0,12.0,2.0
893,240.0,2016.0,5.5,1,1,0,1,1,1,4G,5100.0,0,0,Lenovo P2,1080.0,1920.0,32.0,3.0,13.0,1.0,5.0,1.0
1196,290.0,2018.0,6.3,0,1,0,1,1,0,4G,3500.0,0,0,Oppo F9 (F9 Pro),1080.0,2340.0,64.0,4.0,16.0,2.0,25.0,1.0
45,234.45005472,2019.0,6.59,0,1,0,1,0,0,4G,4000.0,0,0,Huawei Y9s,1080.0,2340.0,128.0,6.0,48.0,3.0,16.0,1.0
1317,250.0,2019.0,6.4,1,1,0,1,1,0,4G,4000.0,0,0,Samsung Galaxy A30,1080.0,2340.0,32.0,3.0,16.0,2.0,16.0,1.0
292,80.0,2019.0,6.01,0,1,0,1,0,0,4G,3200.0,0,0,ZTE Blade A7,720.0,1560.0,32.0,2.0,16.0,1.0,5.0,1.0
1839,160.0,2017.0,5.5,0,1,0,1,0,0,4G,3000.0,0,0,Haier L7 - Huawei G7 Plus,1080.0,1920.0,32.0,3.0,13.0,1.0,5.0,1.0
0,599.0,2019.0,6.3,1,0,1,0,1,1,4G,3700.0,1,1,Google Pixel 4 XL,1440.0,3040.0,64.0,6.0,12.2,2.0,8.0,2.0
1739,240.0,2015.0,4.8,1,0,0,1,0,0,4G,2000.0,0,0,Micromax Canvas Sliver 5 Q450 - QMobile Noir Z9,720.0,1280.0,16.0,2.0,8.0,1.0,5.0,1.0
405,120.0,2016.0,6.0,0,1,0,1,0,0,3G,2580.0,0,0,alcatel Pixi 4 (6) 3G,540.0,960.0,8.0,1.0,13.0,1.0,8.0,1.0
1249,91.2,2018.0,5.99,0,1,0,1,0,0,4G,4000.0,0,0,Panasonic Eluga Ray 600,720.0,1440.0,32.0,3.0,13.0,1.0,8.0,1.0
1803,305.0,2014.0,5.0,1,0,0,1,0,0,3G,2300.0,0,0,Allview X2 Soul - Gionee Elife S5.5,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
230,410.0,2019.0,6.41,1,0,0,1,1,1,4G,4500.0,0,0,vivo iQOO Pro,1080.0,2340.0,128.0,8.0,48.0,3.0,12.0,1.0
